n_points,n_eval,accuracy,macro_f1,multiclass_logloss,hour_utc
3,3,0.6666666666666666,0.26666666666666666,12.02527800234598,2025-03-03 07:00:00+00:00
13,13,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-03 15:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-03 16:00:00+00:00
11,11,0.45454545454545453,0.32996632996632996,1.8027874111246618,2025-03-05 14:00:00+00:00
23,23,0.782608695652174,0.5696969696969697,5.154798913946794,2025-03-05 15:00:00+00:00
23,23,0.6086956521739131,0.4619047619047619,4.541345144085315,2025-03-05 16:00:00+00:00
14,14,0.5,0.43333333333333335,2.1247200314641845,2025-03-05 17:00:00+00:00
13,13,0.6923076923076923,0.5343915343915344,4.472923677293787,2025-03-05 18:00:00+00:00
18,18,0.2777777777777778,0.2871794871794872,3.1066732916629247,2025-03-05 19:00:00+00:00
19,19,0.3157894736842105,0.31901431901431904,3.603132828493792,2025-03-05 20:00:00+00:00
20,20,0.65,0.5561076604554865,1.7372498798924512,2025-03-05 21:00:00+00:00
18,18,0.5,0.3090909090909091,5.8926680221616,2025-03-05 22:00:00+00:00
27,27,0.6296296296296297,0.6345029239766081,2.583451114051686,2025-03-05 23:00:00+00:00
15,15,0.5333333333333333,0.38888888888888884,3.425669783853633,2025-03-06 00:00:00+00:00
23,23,0.43478260869565216,0.2675026123301985,4.9740688985712,2025-03-06 01:00:00+00:00
4,4,0.5,0.2222222222222222,18.295877340778638,2025-03-06 02:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-06 05:00:00+00:00
4,4,0.0,0.0,2.503484016528068,2025-03-06 06:00:00+00:00
4,4,0.75,0.2857142857142857,9.012349453122056,2025-03-06 07:00:00+00:00
5,5,0.4,0.19047619047619047,2.84604660342806,2025-03-06 14:00:00+00:00
9,9,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-06 15:00:00+00:00
9,9,0.8888888888888888,0.3137254901960784,4.042123858379031,2025-03-06 16:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-06 17:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-06 18:00:00+00:00
15,15,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-06 19:00:00+00:00
13,13,0.9230769230769231,0.32,2.772588722239781,2025-03-06 20:00:00+00:00
19,19,0.9473684210526315,0.32432432432432434,1.897034388900903,2025-03-06 21:00:00+00:00
15,15,0.9333333333333333,0.3218390804597701,2.4029102259411435,2025-03-06 22:00:00+00:00
23,23,0.9565217391304348,0.3259259259259259,1.5671153647442244,2025-03-06 23:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-07 00:00:00+00:00
5,5,0.8,0.2962962962962963,7.2180606069360564,2025-03-07 01:00:00+00:00
5,5,0.6,0.5,8.152840043433665,2025-03-12 13:00:00+00:00
5,5,0.2,0.1111111111111111,8.607454633709775,2025-03-12 14:00:00+00:00
4,4,0.5,0.2222222222222222,11.551513564181699,2025-03-12 15:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.020669157460807,2025-03-12 18:00:00+00:00
8,8,0.75,0.5185185185185185,4.7149265927203015,2025-03-12 19:00:00+00:00
4,4,0.5,0.2222222222222222,18.029036968172534,2025-03-12 20:00:00+00:00
21,21,0.6190476190476191,0.6,2.327839064371094,2025-03-12 22:00:00+00:00
13,13,0.8461538461538461,0.5222222222222223,0.6177172506096222,2025-03-12 23:00:00+00:00
48,48,0.8958333333333334,0.6090412319920516,2.4274901409273313,2025-03-13 00:00:00+00:00
51,51,0.6862745098039216,0.6560528901992316,2.3845054832529367,2025-03-13 01:00:00+00:00
38,38,0.8157894736842105,0.7605466428995841,1.6549408767434937,2025-03-13 02:00:00+00:00
27,27,0.5925925925925926,0.3880803880803881,5.212286253688746,2025-03-13 03:00:00+00:00
15,15,0.8,0.5079365079365079,3.2104122311063943,2025-03-13 04:00:00+00:00
19,19,0.7368421052631579,0.2828282828282828,4.572207622301122,2025-03-13 05:00:00+00:00
10,10,0.9,0.3157894736842105,3.6172498656450975,2025-03-13 06:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-13 11:00:00+00:00
8,8,0.875,0.3111111111111111,4.566744774610693,2025-03-13 14:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-13 15:00:00+00:00
3,3,0.0,0.0,12.844377267373245,2025-03-13 16:00:00+00:00
4,4,0.5,0.2222222222222222,9.33513049466616,2025-03-13 18:00:00+00:00
9,9,0.7777777777777778,0.2916666666666667,4.429378313702165,2025-03-13 19:00:00+00:00
13,13,0.9230769230769231,0.5841269841269842,0.21846875477788627,2025-03-13 20:00:00+00:00
12,12,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-13 21:00:00+00:00
14,14,0.7857142857142857,0.29333333333333333,7.739891539187093,2025-03-13 22:00:00+00:00
7,7,0.8571428571428571,0.3076923076923077,5.16043792278635,2025-03-13 23:00:00+00:00
12,12,0.5,0.47179487179487184,1.7019475450962895,2025-03-14 00:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.128011376915515,2025-03-14 01:00:00+00:00
4,4,0.75,0.2857142857142857,9.090939813730827,2025-03-14 04:00:00+00:00
16,16,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-14 14:00:00+00:00
12,12,0.8333333333333334,0.30303030303030304,0.2924126892281121,2025-03-14 15:00:00+00:00
16,16,1.0,0.6666666666666666,0.03312342180002709,2025-03-14 16:00:00+00:00
17,17,0.8823529411764706,0.3125,2.329511712654103,2025-03-14 17:00:00+00:00
28,28,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-14 18:00:00+00:00
36,36,0.8333333333333334,0.467741935483871,1.502798451104683,2025-03-14 19:00:00+00:00
20,20,0.75,0.2857142857142857,2.3573410829067147,2025-03-14 20:00:00+00:00
6,6,0.5,0.2222222222222222,1.6535732269569376,2025-03-14 21:00:00+00:00
15,15,0.4666666666666667,0.2745098039215686,1.8466552659098598,2025-03-14 22:00:00+00:00
9,9,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-14 23:00:00+00:00
6,6,0.6666666666666666,0.26666666666666666,0.4460307160487707,2025-03-15 00:00:00+00:00
9,9,0.7777777777777778,0.2916666666666667,0.6414376929600655,2025-03-15 01:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.085842890021556,2025-03-17 04:00:00+00:00
8,8,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-17 05:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-17 06:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.052045024546531,2025-03-17 07:00:00+00:00
4,4,0.0,0.0,1.7985567736236425,2025-03-17 12:00:00+00:00
8,8,0.75,0.4444444444444445,0.3196989231565351,2025-03-17 13:00:00+00:00
17,17,0.8235294117647058,0.8412698412698413,0.38280529226228444,2025-03-17 14:00:00+00:00
16,16,0.75,0.4153846153846154,4.758505577034922,2025-03-17 15:00:00+00:00
13,13,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-17 16:00:00+00:00
20,20,0.75,0.5108695652173912,2.8719112816525905,2025-03-17 17:00:00+00:00
11,11,0.5454545454545454,0.23529411764705885,10.016310266121332,2025-03-17 18:00:00+00:00
7,7,0.8571428571428571,0.3076923076923077,5.249588498553676,2025-03-17 19:00:00+00:00
10,10,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-17 20:00:00+00:00
8,8,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-17 21:00:00+00:00
12,12,0.8333333333333334,0.30303030303030304,3.154376580111792,2025-03-17 22:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.107298135737331,2025-03-17 23:00:00+00:00
12,12,0.3333333333333333,0.27777777777777773,1.1957459275631301,2025-03-18 00:00:00+00:00
4,4,0.75,0.48888888888888893,0.4232624377944424,2025-03-18 01:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.05423705439577,2025-03-20 05:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-21 16:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.017388333043855,2025-03-21 17:00:00+00:00
4,4,0.5,0.2222222222222222,9.63930651982838,2025-03-21 20:00:00+00:00
19,19,0.5263157894736842,0.43274853801169594,3.2614633322835247,2025-03-21 21:00:00+00:00
6,6,0.0,0.0,4.142148771718042,2025-03-21 22:00:00+00:00
7,7,0.42857142857142855,0.25,6.881577271012409,2025-03-21 23:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-22 00:00:00+00:00
3,3,0.3333333333333333,0.16666666666666666,14.272308345428064,2025-03-22 17:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-22 23:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-27 17:00:00+00:00
8,8,0.25,0.13333333333333333,2.904625365459256,2025-03-27 19:00:00+00:00
6,6,0.3333333333333333,0.16666666666666666,6.973167317873056,2025-03-27 20:00:00+00:00
6,6,0.5,0.2222222222222222,0.491771058535256,2025-03-27 21:00:00+00:00
5,5,0.0,0.0,8.67039975480505,2025-03-27 23:00:00+00:00
13,13,0.6153846153846154,0.5915343915343915,1.628373144743768,2025-03-28 00:00:00+00:00
4,4,0.0,0.0,19.042729802844907,2025-03-28 01:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-28 14:00:00+00:00
4,4,0.0,0.0,1.7352402004946337,2025-03-28 15:00:00+00:00
11,11,0.6363636363636364,0.25925925925925924,4.556124027039002,2025-03-28 16:00:00+00:00
4,4,0.0,0.0,18.847587160692797,2025-03-28 19:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-28 21:00:00+00:00
3,3,0.0,0.0,12.961394243011908,2025-03-28 22:00:00+00:00
6,6,0.8333333333333334,0.6190476190476191,6.245623813675625,2025-03-28 23:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.016697236153121,2025-03-29 00:00:00+00:00
16,16,0.75,0.2857142857142857,0.46716584468075173,2025-03-30 14:00:00+00:00
26,26,0.7307692307692307,0.46689895470383275,3.385961462785662,2025-03-30 15:00:00+00:00
17,17,0.35294117647058826,0.2962962962962963,4.026129952934053,2025-03-30 16:00:00+00:00
13,13,0.8461538461538461,0.5634920634920635,0.31534847730271465,2025-03-30 17:00:00+00:00
5,5,0.6,0.25,8.184524682803978,2025-03-30 18:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-30 19:00:00+00:00
8,8,0.0,0.0,2.993539237749978,2025-03-30 20:00:00+00:00
5,5,0.8,0.2962962962962963,7.469874868017653,2025-03-30 21:00:00+00:00
4,4,0.5,0.2222222222222222,18.082954906264305,2025-03-30 22:00:00+00:00
6,6,0.5,0.4666666666666666,1.0414418660288411,2025-03-30 23:00:00+00:00
12,12,0.5833333333333334,0.4444444444444444,1.6595827620236916,2025-03-31 00:00:00+00:00
12,12,0.5,0.2916666666666667,0.8727603535626245,2025-03-31 01:00:00+00:00
10,10,0.7,0.2745098039215686,3.9934506267280825,2025-03-31 02:00:00+00:00
10,10,0.8,0.3333333333333333,7.351133143292531,2025-03-31 03:00:00+00:00
9,9,1.0,0.3333333333333333,2.2204460492503136e-16,2025-03-31 04:00:00+00:00
4,4,0.75,0.2857142857142857,9.390131998676113,2025-03-31 12:00:00+00:00
15,15,0.5333333333333333,0.3703703703703704,1.951488402566382,2025-03-31 13:00:00+00:00
19,19,0.5263157894736842,0.41307189542483663,5.224939400644665,2025-03-31 14:00:00+00:00
18,18,0.2777777777777778,0.2333333333333333,2.969386468078637,2025-03-31 15:00:00+00:00
22,22,0.6363636363636364,0.36917562724014336,3.9024195148152416,2025-03-31 16:00:00+00:00
21,21,0.6190476190476191,0.2549019607843137,4.140617581199819,2025-03-31 17:00:00+00:00
30,30,0.7333333333333333,0.29333333333333333,1.6422731086680784,2025-03-31 18:00:00+00:00
65,65,0.6615384615384615,0.5905856595511768,2.2523214697953673,2025-03-31 19:00:00+00:00
17,17,0.7058823529411765,0.27586206896551724,4.890005514220639,2025-03-31 20:00:00+00:00
11,11,0.5454545454545454,0.23529411764705885,10.121167124374006,2025-03-31 21:00:00+00:00
34,34,0.8823529411764706,0.3125,2.4640455703819972,2025-03-31 22:00:00+00:00
28,28,0.9285714285714286,0.32098765432098764,1.75443780103619,2025-03-31 23:00:00+00:00
34,34,0.9117647058823529,0.317948717948718,3.186283813682684,2025-04-01 00:00:00+00:00
23,23,0.9130434782608695,0.3181818181818182,0.11588732403409364,2025-04-01 01:00:00+00:00
12,12,0.8333333333333334,0.30303030303030304,6.01152939097926,2025-04-01 02:00:00+00:00
7,7,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-01 03:00:00+00:00
6,6,0.6666666666666666,0.26666666666666666,12.058402187207504,2025-04-01 04:00:00+00:00
4,4,0.75,0.2857142857142857,9.067377948012949,2025-04-01 05:00:00+00:00
8,8,0.625,0.2777777777777778,9.414497019439418,2025-04-01 13:00:00+00:00
6,6,0.6666666666666666,0.26666666666666666,6.329400551267139,2025-04-01 14:00:00+00:00
10,10,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-01 15:00:00+00:00
4,4,0.75,0.2857142857142857,9.058020660879837,2025-04-01 16:00:00+00:00
6,6,0.0,0.0,7.6340632311525995,2025-04-01 17:00:00+00:00
14,14,0.5714285714285714,0.3703703703703704,0.6593822368358591,2025-04-01 18:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.026533873902142,2025-04-01 19:00:00+00:00
14,14,0.7142857142857143,0.43333333333333335,1.088197929036107,2025-04-01 20:00:00+00:00
11,11,0.8181818181818182,0.3,0.3005863354664502,2025-04-01 21:00:00+00:00
11,11,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-01 22:00:00+00:00
8,8,1.0,0.6666666666666666,0.1702641996319037,2025-04-01 23:00:00+00:00
13,13,0.9230769230769231,0.32,2.7875433520475688,2025-04-02 00:00:00+00:00
10,10,0.9,0.3157894736842105,3.626774313468623,2025-04-02 01:00:00+00:00
3,3,0.0,0.0,36.04365338911715,2025-04-02 05:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-02 13:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-02 14:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-02 15:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-02 17:00:00+00:00
3,3,0.3333333333333333,0.16666666666666666,12.405334022922146,2025-04-02 18:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-02 20:00:00+00:00
9,9,1.0,0.6666666666666666,0.033830549923348864,2025-04-02 21:00:00+00:00
7,7,0.2857142857142857,0.14814814814814814,6.759690147720819,2025-04-02 22:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.120539519368274,2025-04-02 23:00:00+00:00
4,4,0.75,0.2857142857142857,9.01829300339105,2025-04-03 21:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-03 23:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-07 15:00:00+00:00
3,3,0.0,0.0,36.04365338911715,2025-04-15 17:00:00+00:00
5,5,0.0,0.0,4.177338177662643,2025-04-15 18:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-17 00:00:00+00:00
9,9,0.7777777777777778,0.6111111111111112,4.836151141592149,2025-04-26 13:00:00+00:00
21,21,0.6666666666666666,0.45714285714285713,4.546427528241004,2025-04-26 14:00:00+00:00
20,20,0.9,0.5803921568627451,1.9672775194109124,2025-04-26 15:00:00+00:00
14,14,0.5,0.24561403508771928,3.637015076838375,2025-04-26 16:00:00+00:00
11,11,0.6363636363636364,0.48888888888888893,0.904396903936739,2025-04-26 17:00:00+00:00
11,11,0.7272727272727273,0.2807017543859649,6.87091957961647,2025-04-26 18:00:00+00:00
3,3,0.0,0.0,36.04365338911715,2025-04-26 19:00:00+00:00
8,8,0.5,0.3833333333333333,2.33251583137967,2025-04-26 20:00:00+00:00
6,6,0.6666666666666666,0.4444444444444444,0.4836461410516606,2025-04-26 21:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.01456416846788,2025-04-26 22:00:00+00:00
4,4,1.0,0.6666666666666666,0.21199719062681457,2025-04-27 00:00:00+00:00
4,4,0.0,0.0,19.146729088222955,2025-04-27 13:00:00+00:00
7,7,0.8571428571428571,0.3076923076923077,5.161068911690294,2025-04-27 14:00:00+00:00
8,8,0.75,0.2857142857142857,4.818692146815641,2025-04-27 15:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.145118107991774,2025-04-27 16:00:00+00:00
5,5,0.6,0.25,7.484140246646433,2025-04-27 17:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-27 19:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-30 01:00:00+00:00
4,4,1.0,0.3333333333333333,2.2204460492503136e-16,2025-04-30 03:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-05-04 14:00:00+00:00
7,7,1.0,0.3333333333333333,2.2204460492503136e-16,2025-05-04 15:00:00+00:00
5,5,1.0,0.3333333333333333,2.2204460492503136e-16,2025-05-04 16:00:00+00:00
3,3,0.0,0.0,36.04365338911715,2025-05-12 16:00:00+00:00
5,5,0.8,0.2962962962962963,7.212713684750898,2025-05-12 18:00:00+00:00
6,6,0.5,0.2857142857142857,7.139521747827725,2025-05-12 20:00:00+00:00
4,4,0.75,0.2857142857142857,9.059327062476992,2025-05-12 21:00:00+00:00
3,3,0.6666666666666666,0.26666666666666666,12.022965508286923,2025-05-12 22:00:00+00:00
4,4,0.0,0.0,19.918219080560323,2025-05-13 00:00:00+00:00
5,5,0.8,0.2962962962962963,7.215038717546411,2025-05-13 01:00:00+00:00
3,3,0.0,0.0,13.430228864255007,2025-05-13 02:00:00+00:00
18,18,0.6666666666666666,0.648148148148148,1.0735775727121102,2025-05-13 14:00:00+00:00
14,14,0.42857142857142855,0.3356643356643357,1.4000365866118845,2025-05-13 15:00:00+00:00
6,6,0.8333333333333334,0.30303030303030304,6.066689506706155,2025-05-13 16:00:00+00:00
3,3,0.0,0.0,12.865175105411417,2025-05-13 17:00:00+00:00
3,3,0.0,0.0,13.065432878460278,2025-05-13 21:00:00+00:00
4,4,0.0,0.0,2.021764195923746,2025-05-13 22:00:00+00:00
4,4,0.75,0.2857142857142857,9.046173492268831,2025-05-13 23:00:00+00:00
3,3,0.3333333333333333,0.16666666666666666,12.529443176410675,2025-05-14 00:00:00+00:00
4,4,0.75,0.2857142857142857,9.025057951345671,2025-05-14 03:00:00+00:00
3,3,1.0,0.3333333333333333,2.2204460492503136e-16,2025-05-17 18:00:00+00:00
4,4,0.75,0.2857142857142857,9.027098473042791,2025-05-17 19:00:00+00:00
4,4,0.5,0.26666666666666666,18.069895125587138,2025-05-17 20:00:00+00:00
16,16,0.875,0.5743589743589744,4.552880834387013,2025-05-17 22:00:00+00:00
